,peak_velocity,start_timestamp,end_x,eye,start_x,start_y,duration,length,end_y,end_timestamp
623,164.0,3866683.0,975.8,R,927.7,591.8,24.0,1.42,603.5,3866706.0
624,112.0,3867848.0,935.5,R,975.3,565.7,16.0,1.2,553.9,3867863.0
625,117.0,3868781.0,992.1,R,956.8,593.9,16.0,1.01,596.3,3868796.0
626,113.0,3869226.0,940.7,R,975.9,584.7,16.0,1.02,589.1,3869241.0
627,55.0,3869671.0,968.2,R,956.0,602.9,6.0,0.4,609.3,3869676.0
628,113.0,3870142.0,979.2,R,955.8,608.8,22.0,0.71,616.5,3870163.0
629,46.0,3870857.0,926.8,R,937.8,573.0,8.0,0.34,569.0,3870864.0
630,173.0,3871166.0,978.7,R,935.4,566.5,23.0,1.27,574.8,3871188.0
631,101.0,3871392.0,932.2,R,961.4,560.2,19.0,0.89,549.9,3871410.0
632,116.0,3871998.0,934.4,R,912.4,566.6,22.0,0.76,580.6,3872019.0
633,75.0,3872311.0,916.3,R,942.1,562.7,12.0,0.74,559.7,3872322.0
634,149.0,3872517.0,958.4,R,927.7,551.7,24.0,0.89,555.3,3872540.0
635,158.0,3873200.0,987.8,R,952.8,580.3,24.0,1.09,594.1,3873223.0
636,39.0,3873565.0,960.5,R,968.7,581.0,10.0,0.34,572.8,3873574.0
637,101.0,3874335.0,958.2,R,951.3,578.6,22.0,0.41,590.3,3874356.0
638,100.0,3874750.0,945.5,R,934.9,581.9,24.0,0.36,588.5,3874773.0
639,69.0,3876114.0,942.7,R,938.0,591.6,17.0,0.4,604.0,3876130.0
640,84.0,3876657.0,971.5,R,956.6,588.5,16.0,0.48,595.4,3876672.0
641,97.0,3877481.0,979.1,R,958.6,594.0,19.0,0.6,597.8,3877499.0
642,57.0,3877722.0,961.3,R,974.0,604.7,10.0,0.45,596.0,3877731.0
643,71.0,3878162.0,974.6,R,965.2,616.9,18.0,0.34,623.9,3878179.0
644,70.0,3878480.0,984.9,R,973.2,619.5,17.0,0.37,624.4,3878496.0
645,75.0,3879283.0,977.1,R,967.0,606.8,16.0,0.6,623.9,3879298.0
646,56.0,3879714.0,975.1,R,978.2,627.7,19.0,0.13,631.0,3879732.0
647,72.0,3879962.0,963.6,R,977.9,633.6,10.0,0.66,616.7,3879971.0
648,97.0,3880182.0,976.9,R,951.3,616.1,18.0,0.73,615.0,3880199.0
649,99.0,3880468.0,977.6,R,969.3,620.9,20.0,1.01,653.0,3880487.0
650,91.0,3880788.0,984.0,R,981.1,652.2,18.0,0.85,624.6,3880805.0
651,85.0,3881152.0,976.2,R,980.1,623.7,11.0,0.84,651.0,3881162.0
652,131.0,3881455.0,1004.8,R,967.9,645.5,22.0,1.07,650.0,3881476.0
653,130.0,3881793.0,950.6,R,989.6,644.8,18.0,1.39,617.9,3881810.0
654,214.0,3881999.0,1004.2,R,956.2,619.6,21.0,1.97,665.6,3882019.0
655,151.0,3882393.0,932.1,R,976.6,643.6,20.0,1.68,607.8,3882412.0
656,177.0,3882773.0,985.8,R,945.3,594.7,21.0,1.38,619.1,3882793.0
657,132.0,3883648.0,936.9,R,976.1,614.1,21.0,1.29,593.4,3883668.0
658,87.0,3884899.0,919.0,R,903.4,559.6,19.0,0.45,560.7,3884917.0
659,84.0,3885494.0,937.1,R,925.7,541.9,19.0,0.33,543.0,3885512.0
660,180.0,3886387.0,993.3,R,945.4,568.6,25.0,1.4,578.3,3886411.0
661,130.0,3886625.0,923.3,R,973.4,568.3,17.0,1.44,566.8,3886641.0
662,67.0,3887567.0,927.5,R,941.3,575.0,16.0,0.4,574.8,3887582.0
663,134.0,3887749.0,974.2,R,932.8,575.4,20.0,1.19,574.1,3887768.0
664,60.0,3888015.0,948.5,R,963.2,567.5,7.0,0.44,571.1,3888021.0
665,108.0,3888461.0,979.0,R,955.2,589.8,20.0,0.7,594.5,3888480.0
666,66.0,3888832.0,944.0,R,963.1,590.4,10.0,0.59,583.3,3888841.0
667,108.0,3889048.0,969.5,R,947.3,587.2,19.0,0.64,585.8,3889066.0
668,51.0,3889552.0,973.8,R,967.2,585.4,6.0,0.32,594.0,3889557.0
669,126.0,3890080.0,968.4,R,947.0,588.5,23.0,0.64,594.1,3890102.0
670,97.0,3890541.0,932.3,R,954.5,595.8,18.0,0.7,586.3,3890558.0
671,120.0,3890818.0,965.8,R,941.4,597.6,23.0,0.77,608.5,3890840.0
672,66.0,3891020.0,959.5,R,973.7,606.1,17.0,0.46,598.9,3891036.0
673,79.0,3891424.0,970.1,R,968.2,592.0,16.0,0.69,614.6,3891439.0
674,72.0,3891866.0,961.1,R,957.7,599.1,33.0,0.25,606.5,3891898.0
675,107.0,3892588.0,968.7,R,952.1,587.0,21.0,0.65,601.6,3892608.0
676,69.0,3892931.0,954.0,R,968.4,580.5,16.0,0.49,571.8,3892946.0
677,68.0,3893364.0,965.4,R,955.8,569.5,19.0,0.28,571.0,3893382.0
678,107.0,3893672.0,957.1,R,936.9,564.4,20.0,0.71,577.7,3893691.0
679,106.0,3895320.0,962.7,R,944.3,563.1,21.0,0.64,575.0,3895340.0
680,79.0,3895953.0,979.5,R,967.5,589.5,15.0,0.35,591.3,3895967.0
681,125.0,3896281.0,935.4,R,972.1,583.6,20.0,1.05,583.1,3896300.0
682,98.0,3896436.0,970.9,R,936.6,577.7,16.0,0.98,576.4,3896451.0
683,80.0,3896728.0,973.3,R,965.3,582.4,10.0,0.68,603.5,3896737.0
684,148.0,3897649.0,980.1,R,948.6,582.8,21.0,1.11,604.2,3897669.0
685,56.0,3898268.0,957.8,R,955.8,586.9,10.0,0.44,572.5,3898277.0
686,72.0,3898475.0,946.0,R,963.1,576.1,10.0,0.65,561.9,3898484.0
687,174.0,3898669.0,995.5,R,932.0,560.7,22.0,1.88,576.0,3898690.0
688,133.0,3898883.0,949.9,R,1003.2,575.9,20.0,1.53,578.5,3898902.0
689,75.0,3900162.0,933.6,R,952.5,526.9,9.0,0.59,519.1,3900170.0
690,57.0,3900707.0,964.4,R,959.2,526.4,13.0,0.19,522.5,3900719.0
691,119.0,3901628.0,982.9,R,959.1,564.7,24.0,0.78,577.0,3901651.0
692,76.0,3901939.0,956.2,R,968.3,565.2,17.0,0.63,548.1,3901955.0
693,94.0,3902162.0,970.9,R,952.7,551.5,17.0,0.87,528.7,3902178.0
694,86.0,3902325.0,949.1,R,968.9,538.7,19.0,0.64,548.6,3902343.0
695,167.0,3902569.0,952.8,R,953.1,563.4,25.0,0.87,591.7,3902593.0
696,213.0,3902792.0,1014.1,R,966.0,592.4,22.0,1.93,636.6,3902813.0
697,2619.0,3903480.0,1677.7,R,1003.0,614.4,812.0,20.0,323.8,3904291.0
698,249.0,3904425.0,899.5,R,954.1,608.1,64.0,2.1,562.4,3904488.0
699,328.0,3904628.0,1007.4,R,940.8,599.5,31.0,2.3,641.2,3904658.0
700,122.0,3904924.0,1029.0,R,1020.1,628.8,18.0,0.93,658.0,3904941.0
701,103.0,3905329.0,973.9,R,1004.9,641.7,16.0,1.05,623.3,3905344.0
702,245.0,3905950.0,1025.5,R,964.3,562.8,41.0,2.01,594.7,3905990.0
703,187.0,3906276.0,940.3,R,1032.2,590.0,26.0,2.63,590.9,3906301.0
704,159.0,3906490.0,963.2,R,948.9,589.3,27.0,0.47,582.0,3906516.0
705,59.0,3906831.0,949.2,R,964.8,580.1,8.0,0.46,576.4,3906838.0
706,282.0,3907039.0,1028.4,R,950.0,571.8,38.0,2.52,609.0,3907076.0
707,296.0,3907415.0,944.3,R,1032.2,596.2,32.0,2.74,560.7,3907446.0
708,126.0,3907722.0,966.2,R,944.7,578.0,22.0,0.62,580.0,3907743.0
709,54.0,3907937.0,961.4,R,975.3,582.0,9.0,0.43,577.0,3907945.0
710,144.0,3908369.0,977.7,R,948.8,587.2,21.0,1.43,625.5,3908389.0
711,118.0,3908764.0,951.2,R,969.8,614.4,16.0,1.14,581.6,3908779.0
712,176.0,3909032.0,1007.7,R,955.5,590.7,23.0,1.73,619.4,3909054.0
713,179.0,3909520.0,942.8,R,1004.0,605.1,22.0,1.99,574.4,3909541.0
714,117.0,3909887.0,975.6,R,946.3,576.6,20.0,1.06,597.7,3909906.0
715,137.0,3910812.0,990.0,R,962.6,606.3,21.0,0.83,614.8,3910832.0
716,129.0,3911019.0,958.6,R,990.8,610.4,22.0,1.3,580.6,3911040.0
717,128.0,3911333.0,971.0,R,954.6,578.0,21.0,1.07,609.4,3911353.0
718,97.0,3911897.0,963.9,R,958.9,609.7,22.0,0.37,598.6,3911918.0
719,145.0,3912079.0,916.3,R,966.2,604.4,18.0,1.62,579.6,3912096.0
720,160.0,3912255.0,949.2,R,914.0,582.9,23.0,1.06,593.7,3912277.0
721,77.0,3912542.0,950.9,R,953.3,585.2,16.0,0.53,602.5,3912557.0
722,123.0,3913699.0,947.0,R,917.6,556.7,21.0,0.91,545.2,3913719.0
723,44.0,3914389.0,951.9,R,946.6,562.4,7.0,0.29,570.4,3914395.0
724,67.0,3914832.0,936.6,R,951.8,605.9,9.0,0.55,595.0,3914840.0
725,201.0,3915474.0,1014.5,R,956.2,593.6,22.0,1.67,596.2,3915495.0
726,118.0,3915942.0,961.8,R,1009.8,593.6,18.0,1.39,587.6,3915959.0
727,125.0,3916671.0,987.7,R,959.7,593.9,23.0,0.91,608.2,3916693.0
728,75.0,3917092.0,940.6,R,964.1,583.0,10.0,0.68,580.1,3917101.0
729,97.0,3917504.0,956.8,R,950.4,579.5,18.0,0.2,577.1,3917521.0
730,163.0,3917971.0,1009.8,R,969.8,572.4,22.0,1.39,597.9,3917992.0
731,80.0,3918338.0,973.4,R,996.1,605.4,11.0,0.71,596.3,3918348.0
732,52.0,3918561.0,988.2,R,978.5,603.2,6.0,0.45,591.5,3918566.0
733,62.0,3918904.0,976.7,R,980.7,593.9,11.0,0.54,611.2,3918914.0
734,50.0,3919035.0,969.1,R,975.3,600.0,17.0,0.18,599.6,3919051.0
735,56.0,3919381.0,973.7,R,972.7,600.5,12.0,0.48,616.3,3919392.0
736,109.0,3919762.0,1002.7,R,969.3,619.8,15.0,0.96,619.7,3919776.0
737,79.0,3920066.0,960.1,R,985.4,613.7,13.0,0.74,617.9,3920078.0
738,102.0,3920274.0,994.1,R,957.8,621.5,18.0,1.04,622.9,3920291.0
739,185.0,3920494.0,1043.0,R,981.0,638.5,24.0,1.82,651.5,3920517.0
740,135.0,3920751.0,988.4,R,1035.8,665.6,20.0,1.46,648.4,3920770.0
741,113.0,3921338.0,925.5,R,976.5,629.9,19.0,1.46,626.8,3921356.0
742,177.0,3921587.0,957.8,R,904.1,591.1,20.0,1.57,601.9,3921606.0
743,68.0,3922112.0,957.8,R,976.0,591.1,9.0,0.55,596.6,3922120.0
744,66.0,3922717.0,959.4,R,941.4,577.2,9.0,0.55,571.3,3922725.0
745,77.0,3923615.0,943.7,R,967.4,580.1,11.0,0.7,574.3,3923625.0
746,98.0,3924458.0,958.1,R,950.9,530.2,21.0,0.37,540.1,3924478.0
747,48.0,3924929.0,965.0,R,966.3,551.5,13.0,0.43,565.5,3924941.0
748,59.0,3925374.0,978.0,R,974.1,578.4,16.0,0.15,575.0,3925389.0
749,62.0,3925679.0,979.7,R,974.8,584.7,16.0,0.6,603.7,3925694.0
750,106.0,3926074.0,950.6,R,973.1,599.9,21.0,0.87,580.7,3926094.0
751,89.0,3926543.0,988.8,R,967.3,605.5,19.0,0.64,611.6,3926561.0
752,86.0,3926841.0,955.5,R,985.5,606.0,14.0,0.9,596.9,3926854.0
753,189.0,3927105.0,1016.0,R,957.5,611.1,20.0,1.71,622.3,3927124.0
754,115.0,3927657.0,958.2,R,1004.4,639.3,21.0,1.34,633.1,3927677.0
755,166.0,3928007.0,1016.5,R,971.0,634.2,23.0,1.4,650.6,3928029.0
756,139.0,3928511.0,960.8,R,1006.6,653.8,20.0,1.43,635.3,3928530.0
757,169.0,3929438.0,997.9,R,947.4,618.0,20.0,1.45,617.1,3929457.0
758,105.0,3929881.0,958.2,R,991.7,609.4,15.0,1.04,622.7,3929895.0
759,153.0,3930256.0,1010.7,R,966.9,610.7,22.0,1.27,616.7,3930277.0
760,140.0,3930657.0,961.0,R,1008.5,619.3,18.0,1.39,610.6,3930674.0
761,88.0,3930955.0,983.5,R,966.1,607.6,19.0,0.56,615.6,3930973.0
762,86.0,3931202.0,980.2,R,980.1,622.8,16.0,0.59,642.1,3931217.0
763,163.0,3931503.0,993.1,R,957.7,639.3,23.0,1.21,617.7,3931525.0
764,84.0,3932161.0,939.8,R,975.5,611.5,18.0,1.07,621.5,3932178.0
765,134.0,3932604.0,959.0,R,931.6,590.5,20.0,0.86,579.3,3932623.0
766,126.0,3934775.0,952.8,R,982.0,508.9,22.0,0.94,495.0,3934796.0
767,125.0,3935361.0,1001.8,R,968.7,557.5,20.0,1.15,579.0,3935380.0
768,71.0,3935715.0,990.1,R,987.9,568.4,13.0,0.65,589.5,3935727.0
769,89.0,3936147.0,967.4,R,986.8,602.5,17.0,0.62,593.5,3936163.0
770,103.0,3936535.0,992.2,R,964.8,588.4,17.0,0.95,605.8,3936551.0
771,89.0,3936987.0,967.2,R,985.1,619.7,17.0,0.58,611.2,3937003.0
772,680.0,3937979.0,910.6,R,962.5,581.8,189.0,1.58,564.8,3938167.0
773,279.0,3938332.0,973.4,R,919.7,565.6,28.0,1.97,606.0,3938359.0
774,72.0,3938637.0,1009.1,R,1012.0,647.3,9.0,0.59,666.4,3938645.0
775,130.0,3938826.0,1001.3,R,981.5,643.8,21.0,0.88,666.0,3938846.0
776,112.0,3939238.0,981.8,R,989.9,649.7,19.0,1.35,606.1,3939256.0
777,64.0,3939469.0,952.6,R,966.8,602.6,10.0,0.52,591.8,3939478.0
778,182.0,3939832.0,971.5,R,947.6,575.2,27.0,1.1,603.2,3939858.0
779,99.0,3940354.0,941.6,R,956.9,602.0,18.0,1.03,571.5,3940371.0
780,184.0,3940661.0,961.3,R,939.3,593.3,27.0,1.61,641.8,3940687.0
781,124.0,3941180.0,972.2,R,974.1,628.3,22.0,1.61,575.6,3941201.0
782,71.0,3941516.0,947.6,R,959.4,581.9,17.0,0.69,601.6,3941532.0
783,94.0,3941996.0,967.2,R,952.3,593.9,19.0,0.47,587.2,3942014.0
784,90.0,3942226.0,943.4,R,970.2,594.1,11.0,0.83,583.4,3942236.0
785,114.0,3942480.0,972.1,R,945.3,567.9,22.0,1.03,590.2,3942501.0
786,47.0,3942763.0,949.6,R,957.2,575.2,5.0,0.22,576.7,3942767.0
787,106.0,3942970.0,972.0,R,959.1,579.5,15.0,1.08,612.7,3942984.0
788,136.0,3943236.0,937.2,R,968.3,590.2,23.0,1.19,564.4,3943258.0
789,97.0,3943501.0,948.5,R,927.8,564.0,21.0,0.64,571.6,3943521.0
790,80.0,3943830.0,952.9,R,949.8,562.0,17.0,0.93,592.3,3943846.0
791,119.0,3944097.0,978.0,R,957.4,589.3,18.0,1.0,615.7,3944114.0
792,85.0,3944367.0,956.1,R,970.7,617.8,18.0,0.82,594.9,3944384.0
793,146.0,3944689.0,990.4,R,954.5,590.2,22.0,1.25,613.4,3944710.0
794,99.0,3945054.0,957.4,R,990.2,615.5,15.0,0.97,607.1,3945068.0
795,169.0,3946183.0,974.0,R,933.3,571.7,24.0,1.18,578.2,3946206.0
796,118.0,3946427.0,989.4,R,972.0,575.3,22.0,1.0,603.5,3946448.0
797,259.0,3946704.0,926.2,R,995.6,590.8,25.0,2.62,535.0,3946728.0
798,131.0,3946994.0,978.3,R,947.5,551.3,19.0,1.11,573.1,3947012.0
799,124.0,3947392.0,965.0,R,950.8,581.9,22.0,1.36,624.5,3947413.0
800,103.0,3948385.0,944.2,R,963.1,617.6,15.0,1.11,585.9,3948399.0
801,149.0,3949532.0,976.6,R,926.0,589.7,20.0,1.59,611.4,3949551.0
802,47.0,3953061.0,933.4,R,925.7,525.1,6.0,0.3,531.7,3953066.0
803,80.0,3953552.0,962.3,R,953.7,584.8,18.0,0.27,588.3,3953569.0
804,133.0,3953834.0,937.4,R,965.7,581.9,22.0,0.89,570.1,3953855.0
805,115.0,3954025.0,956.2,R,930.1,577.6,20.0,0.75,576.3,3954044.0
806,62.0,3954251.0,943.5,R,954.6,588.5,15.0,0.33,585.4,3954265.0
807,134.0,3954744.0,991.2,R,961.1,596.1,22.0,0.86,597.1,3954765.0
808,87.0,3954949.0,968.0,R,988.4,602.0,19.0,0.58,602.0,3954967.0
809,123.0,3955309.0,985.6,R,968.8,605.7,22.0,0.93,631.9,3955330.0
810,72.0,3955757.0,955.5,R,969.9,600.2,17.0,0.55,588.5,3955773.0
811,54.0,3956382.0,949.5,R,961.0,590.3,6.0,0.33,588.9,3956387.0
812,162.0,3956636.0,987.2,R,951.1,593.3,23.0,1.15,609.7,3956658.0
813,206.0,3956854.0,1056.6,R,979.3,605.8,22.0,2.22,607.0,3956875.0
814,234.0,3957790.0,892.7,R,1014.6,591.0,30.0,3.52,577.5,3957819.0
815,106.0,3958048.0,937.0,R,919.7,576.9,22.0,0.61,588.4,3958069.0
816,63.0,3958450.0,946.8,R,963.0,584.9,8.0,0.48,589.4,3958457.0
817,102.0,3958904.0,964.2,R,942.2,587.3,20.0,0.79,602.8,3958923.0
818,62.0,3959534.0,931.6,R,946.4,595.7,8.0,0.47,588.8,3959541.0
819,69.0,3959771.0,948.8,R,940.4,573.1,18.0,0.25,571.0,3959788.0
820,130.0,3960151.0,983.0,R,961.8,573.9,21.0,0.86,593.7,3960171.0
821,46.0,3960377.0,968.4,R,968.2,588.2,11.0,0.27,597.0,3960387.0
822,88.0,3960460.0,963.7,R,966.5,588.4,13.0,0.76,613.0,3960472.0
823,99.0,3960793.0,968.5,R,959.3,621.6,14.0,0.95,591.7,3960806.0
824,54.0,3961422.0,959.3,R,969.5,611.7,6.0,0.35,618.2,3961427.0
825,46.0,3962187.0,953.4,R,961.9,597.5,6.0,0.31,591.0,3962192.0
826,102.0,3962513.0,974.0,R,953.8,593.7,24.0,0.93,617.5,3962536.0
827,49.0,3962836.0,965.7,R,979.6,608.0,7.0,0.4,610.1,3962842.0
828,126.0,3963979.0,965.0,R,918.1,583.8,19.0,1.46,602.2,3963997.0
829,114.0,3964474.0,918.3,R,955.6,593.5,21.0,1.08,599.0,3964494.0
830,111.0,3965027.0,955.4,R,926.7,576.6,22.0,0.85,583.9,3965048.0
831,116.0,3965509.0,977.0,R,933.5,595.2,16.0,1.25,594.6,3965524.0
832,182.0,3965837.0,901.9,R,975.3,568.1,25.0,2.12,560.1,3965861.0
833,144.0,3966317.0,971.4,R,918.6,540.9,20.0,1.68,564.5,3966336.0
834,165.0,3970380.0,936.8,R,915.0,520.9,25.0,0.75,507.5,3970404.0
835,64.0,3970694.0,911.8,R,931.2,496.7,11.0,0.59,490.1,3970704.0
836,134.0,3971095.0,958.4,R,950.9,519.3,27.0,0.6,537.7,3971121.0
837,51.0,3971556.0,937.8,R,948.9,539.5,9.0,0.42,548.4,3971564.0
838,96.0,3971957.0,953.5,R,937.5,534.3,21.0,0.53,543.3,3971977.0
839,95.0,3972186.0,944.2,R,962.0,537.8,18.0,0.63,525.7,3972203.0
840,149.0,3972595.0,993.6,R,961.7,527.6,25.0,1.11,548.4,3972619.0
841,105.0,3972838.0,960.7,R,992.0,548.0,21.0,0.95,538.2,3972858.0
842,147.0,3973499.0,990.4,R,962.6,574.3,23.0,0.86,584.6,3973521.0
843,112.0,3973710.0,958.7,R,987.3,576.4,20.0,0.85,568.6,3973729.0
844,101.0,3974079.0,965.7,R,954.9,564.3,21.0,0.7,584.9,3974099.0
845,49.0,3974498.0,934.8,R,947.7,589.9,10.0,0.44,582.0,3974507.0
846,155.0,3974922.0,953.7,R,939.4,581.0,28.0,0.41,579.8,3974949.0
847,76.0,3975172.0,930.4,R,948.4,576.1,16.0,0.53,572.5,3975187.0
848,90.0,3975464.0,952.6,R,932.0,564.7,20.0,0.59,564.5,3975483.0
849,66.0,3976028.0,941.8,R,940.0,556.9,17.0,0.46,571.9,3976044.0
850,110.0,3976534.0,970.9,R,947.6,562.8,23.0,0.7,556.1,3976556.0
851,66.0,3976881.0,947.2,R,966.3,560.3,9.0,0.55,558.6,3976889.0
852,77.0,3977185.0,954.5,R,940.9,568.1,20.0,0.41,564.4,3977204.0
853,59.0,3977734.0,945.2,R,947.7,571.9,8.0,0.44,586.2,3977741.0
854,93.0,3978178.0,960.5,R,955.4,585.5,21.0,0.15,585.7,3978198.0
855,74.0,3978767.0,951.8,R,974.4,571.0,11.0,0.71,580.3,3978777.0
856,90.0,3979100.0,963.3,R,954.8,593.4,19.0,0.52,578.2,3979118.0
857,64.0,3979372.0,960.2,R,961.6,575.9,16.0,0.56,594.2,3979387.0
858,134.0,3979663.0,987.7,R,958.6,584.7,22.0,1.02,604.1,3979684.0
859,73.0,3980097.0,983.2,R,996.3,614.6,18.0,0.55,601.6,3980114.0
860,48.0,3981248.0,964.0,R,970.3,588.6,8.0,0.38,599.6,3981255.0
861,120.0,3981915.0,963.8,R,949.7,580.2,25.0,0.8,602.9,3981939.0
862,98.0,3982343.0,952.9,R,975.2,584.8,18.0,0.66,579.9,3982360.0
863,138.0,3982672.0,997.3,R,957.8,594.5,23.0,1.21,608.2,3982694.0
864,71.0,3983255.0,976.2,R,979.8,612.1,12.0,0.69,634.5,3983266.0
865,101.0,3983668.0,936.2,R,951.0,624.8,23.0,0.99,595.7,3983690.0
866,166.0,3983893.0,986.4,R,933.3,604.7,22.0,1.69,628.7,3983914.0
867,271.0,3984509.0,933.4,R,986.0,591.0,29.0,1.84,556.7,3984537.0
868,98.0,3984748.0,962.1,R,933.5,567.4,15.0,0.89,578.6,3984762.0
869,90.0,3985465.0,979.7,R,963.6,583.3,16.0,0.49,578.4,3985480.0
870,42.0,3986303.0,964.4,R,967.7,553.2,8.0,0.29,562.3,3986310.0
871,108.0,3986770.0,958.2,R,979.1,580.3,18.0,0.87,559.5,3986787.0
872,85.0,3987018.0,966.7,R,958.6,573.7,19.0,0.3,580.0,3987036.0
873,46.0,3987469.0,975.8,R,969.8,583.2,6.0,0.32,591.9,3987474.0
874,59.0,3988412.0,979.6,R,975.0,587.9,12.0,0.42,601.1,3988423.0
875,97.0,3988705.0,991.2,R,975.5,592.3,18.0,0.91,618.3,3988722.0
876,101.0,3989084.0,957.6,R,973.3,601.6,17.0,0.95,574.1,3989100.0
877,88.0,3989332.0,971.9,R,952.9,571.3,17.0,0.67,584.3,3989348.0
878,46.0,3989693.0,977.0,R,976.4,597.0,15.0,0.19,603.3,3989707.0
879,212.0,3990004.0,1015.7,R,978.3,604.9,23.0,2.28,670.8,3990026.0
880,203.0,3990355.0,945.2,R,1002.0,628.3,20.0,2.28,576.3,3990374.0
881,84.0,3990582.0,981.5,R,959.5,576.4,11.0,0.79,592.2,3990592.0
882,84.0,3991138.0,995.1,R,983.7,600.2,13.0,0.83,625.3,3991150.0
883,113.0,3991637.0,1011.4,R,969.7,603.2,18.0,1.21,609.7,3991654.0
884,115.0,3992255.0,956.0,R,982.5,595.1,20.0,0.83,584.5,3992274.0
885,46.0,3994719.0,956.0,R,961.2,592.1,16.0,0.28,584.2,3994734.0
886,90.0,3995197.0,978.0,R,971.7,594.2,17.0,0.2,597.0,3995213.0
887,52.0,3995862.0,975.8,R,984.0,603.1,15.0,0.43,614.8,3995876.0
888,99.0,3996238.0,982.0,R,968.6,597.1,19.0,0.39,598.6,3996256.0
889,77.0,3996411.0,964.5,R,985.5,591.6,13.0,0.67,581.6,3996423.0
890,105.0,3997013.0,963.6,R,964.0,579.2,27.0,0.65,600.5,3997039.0
891,131.0,3997488.0,977.3,R,951.9,571.1,22.0,0.85,585.3,3997509.0
892,96.0,3997839.0,943.5,R,976.5,595.6,16.0,0.97,602.9,3997854.0
893,112.0,3998098.0,969.7,R,949.8,599.1,23.0,0.63,608.2,3998120.0
894,55.0,3998543.0,974.4,R,977.6,605.3,19.0,0.13,602.2,3998561.0
895,60.0,3999114.0,981.4,R,973.0,607.8,5.0,0.25,609.6,3999118.0
896,47.0,3999759.0,988.9,R,980.3,604.9,6.0,0.29,600.1,3999764.0
897,193.0,3999943.0,1019.2,R,976.2,600.6,22.0,1.29,613.4,3999964.0
898,157.0,4000327.0,969.2,R,1023.4,616.1,19.0,1.59,604.3,4000345.0
899,115.0,4000848.0,981.5,R,969.9,599.2,24.0,1.49,646.6,4000871.0
900,131.0,4001219.0,974.5,R,986.1,633.4,29.0,1.69,579.1,4001247.0
901,74.0,4001528.0,978.4,R,974.6,594.6,17.0,0.72,617.9,4001544.0
902,94.0,4002058.0,971.8,R,983.2,622.4,14.0,0.89,595.5,4002071.0
903,101.0,4002318.0,975.1,R,969.8,599.8,17.0,1.06,634.1,4002334.0
904,94.0,4003523.0,984.2,R,953.5,615.5,17.0,0.88,618.3,4003539.0
905,104.0,4005409.0,957.2,R,945.5,606.3,23.0,0.5,618.6,4005431.0
906,65.0,4005885.0,958.3,R,946.6,591.4,17.0,0.55,605.8,4005901.0
907,77.0,4006899.0,967.7,R,967.3,577.5,19.0,0.45,592.3,4006917.0
908,72.0,4008168.0,962.6,R,972.1,592.3,9.0,0.61,574.3,4008176.0
909,130.0,4008833.0,985.3,R,958.8,584.2,23.0,0.79,591.2,4008855.0
910,83.0,4009084.0,950.2,R,977.1,593.4,13.0,0.8,586.0,4009096.0
911,101.0,4009631.0,978.8,R,966.8,602.2,21.0,0.4,608.7,4009651.0
912,2148.0,4011139.0,866.3,R,966.4,587.9,1138.0,4.46,475.7,4012276.0
913,511.0,4012374.0,881.8,R,930.0,457.9,38.0,3.54,565.0,4012411.0
914,288.0,4012552.0,976.1,R,917.8,590.0,30.0,2.03,627.9,4012581.0
915,124.0,4013345.0,961.0,R,945.0,593.3,21.0,0.61,606.4,4013365.0
916,96.0,4014178.0,974.0,R,944.1,567.3,14.0,0.88,573.3,4014191.0
917,86.0,4015345.0,941.6,R,933.2,528.2,21.0,0.51,542.8,4015365.0
918,145.0,4015720.0,968.6,R,930.4,539.5,22.0,1.4,567.9,4015741.0
919,198.0,4015978.0,911.1,R,957.8,573.7,28.0,1.43,557.5,4016005.0
920,69.0,4017182.0,944.6,R,944.4,561.7,18.0,0.44,547.2,4017199.0
921,110.0,4017674.0,971.7,R,950.1,535.2,21.0,0.62,534.8,4017694.0
922,71.0,4017966.0,937.3,R,960.2,537.4,10.0,0.67,533.3,4017975.0
923,153.0,4018218.0,992.9,R,944.8,560.5,24.0,1.53,582.5,4018241.0
924,110.0,4018652.0,948.7,R,977.7,592.1,21.0,0.96,576.4,4018672.0
925,146.0,4019323.0,997.0,R,958.3,589.3,24.0,1.36,615.2,4019346.0
926,90.0,4019574.0,960.8,R,992.2,600.8,14.0,0.94,591.9,4019587.0
927,150.0,4020194.0,1002.3,R,976.7,551.9,29.0,0.92,570.1,4020222.0
928,127.0,4020418.0,965.1,R,1007.8,568.4,20.0,1.43,544.3,4020437.0
929,71.0,4020749.0,968.7,R,964.2,562.1,19.0,0.13,563.3,4020767.0
930,129.0,4021166.0,985.0,R,968.9,569.2,24.0,0.87,593.2,4021189.0
931,81.0,4021427.0,965.6,R,979.2,594.5,13.0,0.85,569.7,4021439.0
932,69.0,4021808.0,977.3,R,980.3,565.0,9.0,0.58,583.6,4021816.0
933,149.0,4022183.0,988.9,R,976.1,576.5,25.0,0.53,564.1,4022207.0
934,70.0,4022451.0,966.8,R,986.5,561.5,10.0,0.58,557.0,4022460.0
935,53.0,4023257.0,943.8,R,958.5,554.2,8.0,0.42,556.0,4023264.0
936,91.0,4023519.0,970.3,R,950.0,552.4,20.0,0.58,550.5,4023538.0
937,139.0,4024062.0,977.3,R,956.6,564.7,22.0,1.03,592.1,4024083.0
938,89.0,4024416.0,954.4,R,979.6,597.0,11.0,0.8,585.7,4024426.0
