,peak_velocity,start_timestamp,end_x,eye,start_x,start_y,duration,length,end_y,end_timestamp
307,164.0,3695689.0,1000.9,R,956.8,589.7,22.0,1.4,609.4,3695710.0
308,116.0,3696916.0,934.1,R,971.7,566.7,17.0,1.08,566.2,3696932.0
309,92.0,3697820.0,961.2,R,941.9,600.2,19.0,0.55,599.5,3697838.0
310,49.0,3698884.0,958.8,R,966.0,582.3,5.0,0.22,584.4,3698888.0
311,54.0,3700796.0,935.7,R,945.5,576.9,6.0,0.34,583.4,3700801.0
312,109.0,3701003.0,957.6,R,928.3,584.9,21.0,0.84,587.1,3701023.0
313,50.0,3701280.0,946.2,R,955.8,590.4,6.0,0.28,588.3,3701285.0
314,86.0,3701592.0,987.2,R,959.4,600.1,14.0,0.8,603.3,3701605.0
315,80.0,3702623.0,984.2,R,957.8,611.9,16.0,0.76,614.1,3702638.0
316,75.0,3703259.0,957.3,R,960.2,604.6,17.0,0.33,594.2,3703275.0
317,114.0,3703592.0,965.9,R,946.9,580.1,22.0,0.76,597.5,3703613.0
318,54.0,3703941.0,945.4,R,958.6,593.1,6.0,0.38,591.5,3703946.0
319,107.0,3704168.0,970.7,R,948.2,602.0,21.0,0.7,610.7,3704188.0
320,96.0,3705361.0,991.2,R,961.2,622.6,13.0,0.87,627.8,3705373.0
321,84.0,3705403.0,954.7,R,974.9,631.7,7.0,0.58,631.0,3705409.0
322,99.0,3705734.0,998.2,R,968.2,635.9,14.0,0.86,634.2,3705747.0
323,59.0,3706146.0,968.5,R,983.2,637.5,8.0,0.45,632.2,3706153.0
324,78.0,3706461.0,975.9,R,966.5,635.2,17.0,0.37,643.4,3706477.0
325,83.0,3707061.0,984.1,R,968.6,642.4,17.0,0.44,643.2,3707077.0
326,167.0,3709578.0,1014.8,R,961.3,638.2,19.0,1.61,653.9,3709596.0
327,50.0,3710011.0,992.3,R,1001.1,641.0,9.0,0.4,630.7,3710019.0
328,108.0,3712757.0,937.3,R,973.0,565.0,18.0,1.04,571.9,3712774.0
329,103.0,3714286.0,962.3,R,956.9,617.0,21.0,0.23,622.7,3714306.0
330,86.0,3714815.0,963.7,R,956.7,601.2,19.0,0.25,606.2,3714833.0
331,2295.0,3715206.0,881.2,R,953.2,575.9,523.0,3.27,658.8,3715728.0
332,58.0,3715764.0,897.6,R,883.0,655.6,8.0,0.42,653.2,3715771.0
333,470.0,3715914.0,917.0,R,853.0,619.8,35.0,2.93,545.2,3715948.0
334,103.0,3716334.0,971.3,R,978.1,598.4,23.0,0.58,616.3,3716356.0
335,124.0,3716709.0,987.2,R,962.0,612.2,24.0,0.82,624.9,3716732.0
336,112.0,3717113.0,938.2,R,950.6,600.0,20.0,1.08,566.8,3717132.0
337,79.0,3717303.0,929.9,R,933.7,574.0,17.0,0.57,592.4,3717319.0
338,63.0,3717623.0,930.9,R,928.7,580.4,18.0,0.4,593.4,3717640.0
339,55.0,3718142.0,931.8,R,926.6,558.0,15.0,0.28,550.3,3718156.0
340,139.0,3718370.0,955.5,R,922.3,564.1,23.0,0.95,563.7,3718392.0
341,103.0,3718578.0,928.8,R,951.9,573.9,21.0,0.68,578.3,3718598.0
342,128.0,3718818.0,951.8,R,925.2,580.9,22.0,0.76,581.3,3718839.0
343,98.0,3720325.0,926.0,R,936.1,582.4,24.0,0.34,576.7,3720348.0
344,113.0,3720574.0,966.3,R,938.1,577.1,22.0,0.85,586.1,3720595.0
345,50.0,3720818.0,952.7,R,962.8,595.4,6.0,0.3,593.4,3720823.0
346,74.0,3721419.0,966.0,R,959.8,596.2,16.0,0.33,605.3,3721434.0
347,122.0,3721761.0,995.8,R,969.4,598.5,22.0,0.78,605.1,3721782.0
348,90.0,3722018.0,962.9,R,989.9,601.9,19.0,0.79,596.4,3722036.0
349,54.0,3722394.0,960.0,R,953.6,588.4,13.0,0.56,605.6,3722406.0
350,133.0,3722809.0,981.0,R,958.5,584.6,24.0,0.65,586.5,3722832.0
351,49.0,3723061.0,962.0,R,974.2,576.4,8.0,0.36,574.1,3723068.0
352,64.0,3724278.0,949.3,R,964.2,618.4,16.0,0.48,611.0,3724293.0
353,155.0,3724557.0,997.8,R,955.0,601.9,23.0,1.3,616.0,3724579.0
354,129.0,3724944.0,930.8,R,983.3,621.8,21.0,1.54,611.0,3724964.0
355,293.0,3725356.0,1008.4,R,922.0,600.5,23.0,2.48,601.5,3725378.0
356,173.0,3725704.0,932.3,R,1005.1,596.3,23.0,2.09,600.5,3725726.0
357,114.0,3727806.0,952.2,R,923.3,597.5,23.0,0.89,607.8,3727828.0
358,57.0,3728123.0,932.7,R,943.0,612.6,8.0,0.42,602.6,3728130.0
359,88.0,3728642.0,934.5,R,933.1,600.7,27.0,0.31,610.7,3728668.0
360,83.0,3729434.0,956.4,R,961.1,611.6,19.0,0.13,611.4,3729452.0
361,110.0,3729863.0,962.4,R,970.4,606.1,31.0,0.41,617.2,3729893.0
362,64.0,3730510.0,962.6,R,960.6,594.9,15.0,0.45,609.4,3730524.0
363,111.0,3731370.0,999.3,R,960.8,602.3,17.0,1.11,604.7,3731386.0
364,78.0,3732557.0,980.8,R,974.0,612.4,17.0,0.26,618.0,3732573.0
365,96.0,3733676.0,951.5,R,952.0,629.1,24.0,0.13,633.3,3733699.0
366,89.0,3734063.0,920.4,R,939.5,612.3,18.0,0.87,590.2,3734080.0
367,213.0,3734578.0,972.2,R,928.6,583.7,24.0,1.78,625.0,3734601.0
368,77.0,3735914.0,932.7,R,959.7,603.2,12.0,0.78,600.0,3735925.0
369,48.0,3736704.0,963.3,R,954.3,590.7,6.0,0.26,589.4,3736709.0
370,50.0,3736972.0,967.4,R,978.6,580.0,7.0,0.32,580.3,3736978.0
371,50.0,3737311.0,957.4,R,968.3,570.6,7.0,0.32,572.1,3737317.0
372,128.0,3737727.0,959.7,R,958.3,587.4,25.0,0.2,593.9,3737751.0
373,90.0,3738248.0,957.6,R,940.2,600.7,20.0,0.53,606.8,3738267.0
374,66.0,3739318.0,973.0,R,979.5,619.2,17.0,0.2,621.3,3739334.0
375,121.0,3739933.0,983.0,R,958.5,610.1,21.0,0.88,627.7,3739953.0
376,97.0,3740158.0,960.6,R,983.6,625.1,18.0,0.79,611.0,3740175.0
377,3270.0,3740319.0,1019.2,R,963.6,611.0,153.0,2.41,670.3,3740471.0
378,58.0,3740537.0,987.5,R,992.2,667.7,7.0,0.41,655.2,3740543.0
379,115.0,3740677.0,956.3,R,984.9,656.2,16.0,1.1,632.0,3740692.0
380,107.0,3741010.0,978.5,R,981.2,654.2,26.0,0.32,664.4,3741035.0
381,118.0,3741270.0,1001.7,R,976.7,630.4,22.0,0.72,630.7,3741291.0
382,61.0,3741501.0,974.1,R,988.5,627.7,7.0,0.42,624.8,3741507.0
383,109.0,3741907.0,935.6,R,949.7,607.5,22.0,0.51,617.6,3741928.0
384,99.0,3742145.0,960.9,R,945.2,606.1,22.0,0.45,607.9,3742166.0
385,117.0,3742567.0,973.7,R,963.1,621.8,23.0,0.3,622.7,3742589.0
386,76.0,3743595.0,959.3,R,950.4,619.7,17.0,0.27,617.1,3743611.0
387,237.0,3743919.0,865.0,R,962.6,619.8,27.0,3.42,555.6,3743945.0
388,362.0,3744172.0,979.7,R,879.0,567.6,24.0,3.29,619.5,3744195.0
389,56.0,3744523.0,971.0,R,982.4,618.9,8.0,0.43,628.1,3744530.0
390,76.0,3744876.0,961.2,R,975.0,620.3,15.0,0.54,608.3,3744890.0
391,130.0,3745498.0,978.0,R,954.8,590.8,25.0,0.67,592.7,3745522.0
392,128.0,3745694.0,924.2,R,978.9,585.2,31.0,1.66,567.7,3745724.0
393,140.0,3745955.0,952.6,R,927.7,558.5,22.0,1.39,597.4,3745976.0
394,111.0,3747465.0,957.2,R,928.5,587.7,20.0,0.92,601.4,3747484.0
395,73.0,3748821.0,966.4,R,957.4,618.4,16.0,0.43,629.8,3748836.0
396,46.0,3749487.0,959.8,R,967.6,627.0,6.0,0.28,621.7,3749492.0
397,128.0,3749974.0,982.3,R,961.3,608.5,23.0,0.64,615.3,3749996.0
398,51.0,3750263.0,967.3,R,976.3,617.9,6.0,0.33,611.4,3750268.0
399,110.0,3751205.0,990.9,R,963.4,619.7,20.0,0.8,624.8,3751224.0
400,67.0,3751459.0,963.8,R,984.4,627.0,11.0,0.59,625.3,3751469.0
401,89.0,3751885.0,987.6,R,966.6,630.8,16.0,0.6,630.7,3751900.0
402,104.0,3752648.0,986.9,R,971.9,636.2,21.0,0.45,640.1,3752668.0
403,108.0,3753222.0,991.1,R,992.6,658.9,20.0,1.66,604.5,3753241.0
404,3270.0,3753333.0,1064.0,R,998.8,589.1,132.0,3.19,673.9,3753464.0
405,173.0,3753638.0,982.2,R,1035.1,696.3,19.0,1.83,662.9,3753656.0
406,141.0,3754169.0,944.3,R,986.1,652.2,21.0,1.81,607.8,3754189.0
407,194.0,3754388.0,988.3,R,941.2,586.6,22.0,1.66,618.4,3754409.0
408,88.0,3754794.0,949.7,R,967.4,602.8,17.0,0.72,586.0,3754810.0
409,85.0,3755347.0,943.3,R,943.2,556.5,22.0,0.43,542.4,3755368.0
410,108.0,3755540.0,977.1,R,942.2,545.2,21.0,1.02,538.3,3755560.0
411,131.0,3755745.0,924.6,R,975.0,540.7,22.0,1.59,562.6,3755766.0
412,192.0,3756237.0,979.2,R,932.0,571.7,24.0,1.58,598.5,3756260.0
413,60.0,3756475.0,964.1,R,978.0,593.0,7.0,0.42,597.5,3756481.0
414,92.0,3756972.0,944.0,R,966.6,613.9,35.0,1.65,564.1,3757006.0
415,148.0,3757436.0,952.4,R,923.9,564.3,19.0,1.5,605.3,3757454.0
416,116.0,3758969.0,933.5,R,930.3,587.0,22.0,0.27,578.6,3758990.0
417,96.0,3759385.0,951.1,R,930.5,573.0,18.0,0.64,580.9,3759402.0
418,80.0,3760199.0,948.7,R,952.6,598.5,20.0,0.15,601.7,3760218.0
419,105.0,3760476.0,965.6,R,938.9,600.5,20.0,0.78,604.9,3760495.0
420,143.0,3761348.0,995.0,R,956.5,593.8,22.0,1.15,604.6,3761369.0
421,86.0,3761515.0,962.4,R,989.4,599.3,17.0,0.78,596.5,3761531.0
422,94.0,3761971.0,955.2,R,962.1,594.5,20.0,1.31,552.3,3761990.0
423,182.0,3762344.0,956.4,R,946.9,555.8,23.0,1.79,613.6,3762366.0
424,121.0,3763728.0,989.8,R,962.8,607.1,22.0,0.85,618.6,3763749.0
425,59.0,3763956.0,971.5,R,987.6,622.1,9.0,0.48,617.8,3763964.0
426,66.0,3764385.0,959.1,R,974.3,625.1,19.0,0.44,626.0,3764403.0
427,130.0,3764679.0,986.6,R,959.7,628.7,23.0,0.77,631.3,3764701.0
428,112.0,3764851.0,957.4,R,979.1,632.8,19.0,1.29,595.9,3764869.0
429,202.0,3765189.0,962.8,R,970.3,601.8,32.0,3.0,503.9,3765220.0
430,287.0,3765503.0,977.4,R,969.2,508.8,29.0,3.66,628.3,3765531.0
431,80.0,3765852.0,971.8,R,986.2,627.7,18.0,0.42,626.1,3765869.0
432,91.0,3766293.0,964.9,R,958.2,614.4,21.0,0.38,603.7,3766313.0
433,106.0,3766784.0,968.1,R,960.7,598.7,22.0,0.64,618.5,3766805.0
434,87.0,3767280.0,966.6,R,961.5,614.5,23.0,0.18,610.8,3767302.0
435,84.0,3767491.0,977.3,R,951.6,606.6,14.0,0.75,610.9,3767504.0
436,100.0,3767930.0,978.5,R,967.7,610.0,21.0,0.41,619.0,3767950.0
437,115.0,3769798.0,972.5,R,968.8,608.8,23.0,0.11,609.6,3769820.0
438,111.0,3771688.0,988.5,R,977.2,613.7,21.0,0.4,621.1,3771708.0
439,67.0,3771838.0,973.7,R,990.8,630.4,11.0,0.67,615.3,3771848.0
440,73.0,3772162.0,976.8,R,977.9,627.2,9.0,0.54,644.8,3772170.0
441,192.0,3772754.0,1055.6,R,978.0,640.0,22.0,2.25,652.5,3772775.0
442,167.0,3772986.0,970.3,R,1039.9,654.1,21.0,2.06,637.1,3773006.0
443,78.0,3773495.0,973.0,R,968.7,629.0,17.0,0.39,641.0,3773511.0
444,104.0,3773895.0,923.6,R,961.3,617.3,16.0,1.14,605.4,3773910.0
445,173.0,3774080.0,965.9,R,929.0,598.5,23.0,1.11,609.6,3774102.0
446,127.0,3774569.0,974.2,R,958.0,606.6,21.0,0.77,626.8,3774589.0
447,2877.0,3777396.0,635.3,R,972.3,602.7,1283.0,11.49,389.1,3778678.0
448,383.0,3778760.0,837.1,R,885.3,712.9,39.0,3.02,624.8,3778798.0
449,569.0,3778862.0,1003.5,R,862.8,638.4,43.0,4.03,639.4,3778904.0
450,84.0,3779056.0,1011.2,R,1024.6,645.2,18.0,0.39,643.8,3779073.0
451,139.0,3779401.0,1016.4,R,993.6,610.4,32.0,1.02,635.9,3779432.0
452,79.0,3779630.0,965.3,R,983.6,621.8,17.0,0.54,617.9,3779646.0
453,119.0,3779979.0,965.6,R,940.8,592.3,21.0,0.71,593.6,3779999.0
454,106.0,3780251.0,928.9,R,953.9,587.8,20.0,0.83,574.1,3780270.0
455,238.0,3780417.0,938.6,R,934.9,580.3,36.0,4.63,428.4,3780452.0
456,272.0,3780609.0,980.7,R,941.1,452.5,40.0,4.24,586.6,3780648.0
457,146.0,3780774.0,932.7,R,982.3,573.4,20.0,1.44,581.5,3780793.0
458,108.0,3781093.0,946.0,R,935.5,574.8,21.0,0.57,590.6,3781113.0
459,78.0,3781530.0,950.4,R,932.7,585.3,11.0,0.67,571.1,3781540.0
460,121.0,3782737.0,968.1,R,934.1,596.1,17.0,1.0,604.1,3782753.0
461,71.0,3782976.0,939.4,R,957.0,598.4,18.0,0.51,596.0,3782993.0
462,144.0,3783611.0,967.3,R,940.5,605.4,21.0,1.28,572.0,3783631.0
463,145.0,3783957.0,935.5,R,956.4,558.1,22.0,0.92,581.0,3783978.0
464,89.0,3785919.0,940.6,R,917.6,591.6,18.0,0.74,602.4,3785936.0
465,96.0,3787000.0,975.2,R,946.2,604.3,15.0,0.88,613.7,3787014.0
466,69.0,3787637.0,940.3,R,962.3,607.8,11.0,0.67,600.7,3787647.0
467,119.0,3787789.0,969.9,R,940.7,598.8,23.0,0.88,607.2,3787811.0
468,61.0,3788378.0,964.3,R,969.7,617.2,16.0,0.16,618.6,3788393.0
469,80.0,3788688.0,980.2,R,964.8,621.5,16.0,0.49,614.7,3788703.0
470,73.0,3789185.0,973.9,R,971.3,621.3,18.0,0.22,628.0,3789202.0
471,2979.0,3789644.0,1036.2,R,966.9,608.1,290.0,2.67,549.9,3789933.0
472,236.0,3790072.0,957.0,R,1015.2,547.9,24.0,2.36,602.5,3790095.0
473,63.0,3790265.0,981.0,R,983.4,625.0,8.0,0.5,641.1,3790272.0
474,110.0,3790549.0,990.1,R,971.2,645.3,19.0,0.83,666.0,3790567.0
475,54.0,3791011.0,981.8,R,976.7,633.5,14.0,0.38,622.1,3791024.0
476,86.0,3791291.0,930.8,R,964.2,607.0,16.0,0.96,604.6,3791306.0
477,129.0,3791474.0,978.2,R,946.0,603.7,23.0,0.92,605.5,3791496.0
478,79.0,3791731.0,954.6,R,975.3,599.3,16.0,0.65,590.8,3791746.0
479,134.0,3792062.0,974.3,R,945.4,587.3,25.0,0.85,593.9,3792086.0
480,60.0,3792273.0,964.9,R,978.0,598.9,18.0,0.38,597.7,3792290.0
481,67.0,3792618.0,945.5,R,959.0,604.1,16.0,0.39,605.2,3792633.0
482,134.0,3792840.0,978.3,R,946.2,601.8,23.0,0.97,612.1,3792862.0
483,101.0,3793044.0,955.5,R,977.5,598.4,20.0,0.63,595.9,3793063.0
484,148.0,3793638.0,983.9,R,941.5,598.0,22.0,1.35,617.2,3793659.0
485,96.0,3793852.0,940.1,R,969.3,609.8,13.0,0.94,595.9,3793864.0
486,131.0,3794217.0,969.6,R,939.8,593.2,23.0,1.03,612.1,3794239.0
487,70.0,3794467.0,946.0,R,962.6,603.1,9.0,0.58,592.5,3794475.0
488,54.0,3795699.0,930.4,R,942.2,593.1,7.0,0.42,584.9,3795705.0
489,111.0,3795891.0,895.2,R,932.4,595.4,17.0,1.07,597.0,3795907.0
490,177.0,3796349.0,949.9,R,908.4,586.9,23.0,1.23,597.6,3796371.0
491,99.0,3798166.0,944.8,R,933.7,562.5,23.0,0.33,564.9,3798188.0
492,86.0,3798543.0,946.1,R,945.0,572.6,23.0,0.3,582.5,3798565.0
493,73.0,3799222.0,946.8,R,949.2,584.0,16.0,0.42,597.6,3799237.0
494,109.0,3800020.0,961.7,R,953.6,581.3,24.0,0.38,591.1,3800043.0
495,125.0,3800362.0,983.9,R,956.1,565.9,22.0,0.85,556.2,3800383.0
496,53.0,3800622.0,970.8,R,982.8,569.3,6.0,0.35,568.2,3800627.0
497,128.0,3801374.0,959.3,R,961.3,561.8,32.0,0.57,580.4,3801405.0
498,176.0,3801766.0,991.8,R,974.1,579.4,29.0,0.51,579.6,3801794.0
499,116.0,3801964.0,959.9,R,987.5,593.0,21.0,0.81,599.2,3801984.0
500,60.0,3802958.0,963.2,R,968.8,607.8,8.0,0.47,622.3,3802965.0
501,63.0,3803356.0,962.8,R,966.7,616.4,11.0,0.57,598.0,3803366.0
502,52.0,3803615.0,957.0,R,969.1,598.2,10.0,0.48,609.2,3803624.0
503,84.0,3804030.0,973.7,R,960.3,607.8,20.0,0.39,606.6,3804049.0
504,70.0,3804797.0,951.5,R,955.2,610.8,17.0,0.45,625.1,3804813.0
505,125.0,3805189.0,962.9,R,945.9,615.4,23.0,0.53,608.6,3805211.0
506,84.0,3805952.0,928.3,R,945.8,603.2,19.0,0.6,592.4,3805970.0
507,82.0,3806115.0,953.4,R,933.3,597.5,15.0,0.58,599.6,3806129.0
508,70.0,3806416.0,938.0,R,957.2,601.6,17.0,0.56,605.0,3806432.0
509,77.0,3806659.0,963.8,R,949.1,617.3,18.0,0.42,618.2,3806676.0
510,55.0,3807150.0,957.8,R,962.9,626.7,15.0,0.28,634.4,3807164.0
511,100.0,3807398.0,973.3,R,948.5,623.0,19.0,0.75,630.7,3807416.0
512,60.0,3807658.0,956.2,R,971.3,628.3,8.0,0.47,622.6,3807665.0
513,49.0,3807934.0,962.8,R,973.2,631.1,5.0,0.3,632.8,3807938.0
514,99.0,3808241.0,996.3,R,963.0,636.7,14.0,0.95,635.9,3808254.0
515,78.0,3809522.0,974.0,R,957.2,630.5,18.0,0.49,632.7,3809539.0
516,104.0,3810487.0,971.8,R,937.9,621.6,18.0,0.99,615.4,3810504.0
517,58.0,3811339.0,953.9,R,964.0,614.5,14.0,0.31,618.4,3811352.0
518,96.0,3811653.0,955.2,R,948.5,623.3,22.0,0.37,633.8,3811674.0
519,89.0,3811857.0,919.9,R,945.6,634.7,11.0,0.84,621.2,3811867.0
520,150.0,3812039.0,948.8,R,914.7,608.6,22.0,1.08,623.9,3812060.0
521,59.0,3812559.0,941.9,R,939.1,609.6,11.0,0.43,623.4,3812569.0
522,74.0,3814076.0,954.1,R,936.9,584.2,18.0,0.55,576.3,3814093.0
523,75.0,3815083.0,949.2,R,940.1,588.0,17.0,0.49,601.6,3815099.0
524,68.0,3815724.0,959.4,R,949.3,575.7,16.0,0.44,586.4,3815739.0
525,44.0,3816271.0,958.7,R,960.1,584.4,7.0,0.26,592.7,3816277.0
526,72.0,3816864.0,952.3,R,965.2,582.1,18.0,0.4,577.5,3816881.0
527,88.0,3817104.0,970.5,R,955.9,581.6,18.0,0.42,582.5,3817121.0
528,92.0,3817588.0,971.3,R,956.5,589.5,20.0,0.46,594.9,3817607.0
529,80.0,3818186.0,982.6,R,957.9,608.2,12.0,0.71,611.0,3818197.0
530,108.0,3819000.0,981.0,R,955.7,600.1,22.0,0.82,612.3,3819021.0
531,52.0,3819287.0,952.5,R,962.7,609.3,6.0,0.36,602.2,3819292.0
532,132.0,3820241.0,991.8,R,957.3,600.5,23.0,1.01,606.6,3820263.0
533,77.0,3820440.0,964.8,R,986.7,599.6,9.0,0.63,598.4,3820448.0
534,98.0,3820846.0,969.4,R,955.4,600.4,20.0,0.7,619.2,3820865.0
535,248.0,3821897.0,1067.8,R,952.3,603.2,37.0,3.31,611.2,3821933.0
536,300.0,3822262.0,959.5,R,1067.4,606.5,33.0,3.11,595.0,3822294.0
537,106.0,3823228.0,992.6,R,961.9,620.6,12.0,0.91,613.6,3823239.0
538,104.0,3824095.0,984.2,R,959.7,632.9,22.0,0.76,642.2,3824116.0
539,100.0,3824309.0,951.6,R,984.0,642.7,16.0,0.97,633.5,3824324.0
540,109.0,3824539.0,977.1,R,955.4,635.3,22.0,0.62,636.5,3824560.0
541,72.0,3824794.0,953.3,R,973.0,632.9,12.0,0.65,622.3,3824805.0
542,94.0,3825032.0,967.8,R,952.3,626.3,19.0,0.51,634.3,3825050.0
543,72.0,3825503.0,956.1,R,951.3,622.5,16.0,0.53,605.6,3825518.0
544,49.0,3825805.0,952.7,R,957.3,597.0,15.0,0.23,603.0,3825819.0
545,166.0,3826139.0,980.1,R,946.4,587.9,23.0,1.24,613.3,3826161.0
546,188.0,3826363.0,927.2,R,978.0,613.5,25.0,1.46,615.6,3826387.0
547,235.0,3826653.0,1016.8,R,932.1,610.1,22.0,2.43,611.4,3826674.0
548,122.0,3827499.0,952.6,R,992.7,603.7,21.0,1.15,602.9,3827519.0
549,76.0,3830071.0,1001.2,R,986.9,577.6,17.0,0.66,594.5,3830087.0
550,66.0,3830599.0,968.1,R,985.0,596.6,7.0,0.5,592.7,3830605.0
551,214.0,3831132.0,1022.9,R,956.1,575.2,24.0,1.98,591.2,3831155.0
552,148.0,3831335.0,962.5,R,1014.5,593.5,19.0,1.52,583.4,3831353.0
553,120.0,3831766.0,960.4,R,955.2,581.8,27.0,0.26,588.6,3831792.0
554,90.0,3832525.0,961.6,R,960.0,576.1,24.0,0.06,577.3,3832548.0
555,181.0,3832886.0,1011.6,R,974.3,583.3,26.0,1.14,595.9,3832911.0
556,79.0,3833480.0,965.4,R,994.3,596.9,14.0,0.84,600.7,3833493.0
557,73.0,3833930.0,946.9,R,971.2,601.0,13.0,0.8,588.3,3833942.0
558,110.0,3834139.0,970.4,R,943.5,589.2,22.0,0.77,590.8,3834160.0
559,67.0,3834798.0,971.4,R,971.7,585.6,16.0,0.34,596.8,3834813.0
560,106.0,3835660.0,959.0,R,949.0,575.5,19.0,1.21,537.0,3835678.0
561,109.0,3836010.0,941.0,R,957.0,549.4,18.0,1.2,585.5,3836027.0
562,98.0,3836425.0,983.2,R,973.5,591.5,18.0,0.66,610.9,3836442.0
563,50.0,3836715.0,974.5,R,984.5,593.2,7.0,0.31,589.0,3836721.0
564,82.0,3837054.0,969.5,R,961.6,593.6,20.0,0.34,602.1,3837073.0
565,91.0,3837586.0,978.1,R,971.2,608.8,19.0,0.72,586.3,3837604.0
566,106.0,3837909.0,969.7,R,971.3,585.0,24.0,0.96,616.5,3837932.0
567,57.0,3838432.0,991.3,R,983.8,615.2,11.0,0.62,596.2,3838442.0
568,79.0,3839214.0,988.4,R,983.0,595.6,14.0,0.7,618.0,3839227.0
569,107.0,3839788.0,1001.0,R,976.2,609.9,22.0,0.71,608.3,3839809.0
570,101.0,3840855.0,994.9,R,972.4,605.5,19.0,0.69,613.2,3840873.0
571,45.0,3841115.0,985.7,R,993.2,610.1,6.0,0.23,607.1,3841120.0
572,130.0,3841352.0,961.6,R,988.5,609.0,22.0,1.29,575.3,3841373.0
573,124.0,3841501.0,999.8,R,960.6,575.8,26.0,1.29,555.2,3841526.0
574,97.0,3841672.0,979.2,R,1005.0,582.5,15.0,1.05,606.9,3841686.0
575,58.0,3841884.0,991.5,R,990.5,622.6,12.0,0.62,642.7,3841895.0
576,91.0,3842396.0,1004.4,R,980.6,659.1,18.0,0.68,659.5,3842413.0
577,70.0,3842634.0,973.3,R,993.9,656.2,11.0,0.61,660.7,3842644.0
578,115.0,3842849.0,1009.3,R,973.4,659.1,20.0,1.03,660.9,3842868.0
579,90.0,3843191.0,963.4,R,991.8,650.9,14.0,0.83,646.3,3843204.0
580,121.0,3843780.0,963.1,R,948.1,629.7,20.0,1.16,664.9,3843799.0
581,66.0,3844458.0,920.8,R,935.9,609.7,8.0,0.5,601.3,3844465.0
582,141.0,3846046.0,967.4,R,919.7,595.2,18.0,1.37,595.7,3846063.0
583,56.0,3846435.0,958.5,R,972.8,577.2,8.0,0.41,576.4,3846442.0
584,63.0,3847320.0,942.8,R,953.3,596.1,17.0,0.32,600.0,3847336.0
585,134.0,3847801.0,973.5,R,945.7,594.1,22.0,0.91,608.2,3847822.0
586,66.0,3848587.0,972.0,R,963.7,601.0,18.0,0.25,598.8,3848604.0
587,50.0,3848988.0,946.9,R,958.6,601.7,6.0,0.34,600.1,3848993.0
588,96.0,3849465.0,971.7,R,952.4,591.9,19.0,0.71,606.7,3849483.0
589,55.0,3849939.0,959.0,R,971.7,603.5,6.0,0.37,606.4,3849944.0
590,109.0,3850382.0,983.1,R,959.4,595.9,20.0,0.81,610.1,3850401.0
591,61.0,3850600.0,964.5,R,980.0,606.8,8.0,0.45,603.7,3850607.0
592,58.0,3851442.0,975.8,R,968.8,591.0,14.0,0.44,603.8,3851455.0
593,110.0,3851889.0,1000.1,R,965.7,613.5,17.0,1.02,622.3,3851905.0
594,57.0,3852132.0,965.9,R,981.9,610.5,8.0,0.46,610.1,3852139.0
595,74.0,3852456.0,960.7,R,962.6,599.8,18.0,0.46,614.9,3852473.0
596,112.0,3853316.0,962.7,R,950.4,585.1,21.0,0.59,600.4,3853336.0
597,99.0,3853654.0,970.9,R,947.7,612.7,18.0,0.69,607.0,3853671.0
598,94.0,3854152.0,940.0,R,955.0,621.5,20.0,0.7,639.6,3854171.0
599,111.0,3854575.0,960.3,R,948.5,620.3,17.0,1.07,587.0,3854591.0
600,67.0,3854870.0,949.5,R,950.3,595.9,18.0,0.57,614.4,3854887.0
601,108.0,3856548.0,957.4,R,922.5,584.7,16.0,1.0,585.9,3856563.0
602,70.0,3856878.0,945.7,R,962.2,585.4,8.0,0.48,588.2,3856885.0
603,60.0,3857263.0,960.8,R,961.2,605.8,15.0,0.48,621.6,3857277.0
604,77.0,3857901.0,959.7,R,958.5,601.9,17.0,0.21,608.7,3857917.0
605,49.0,3858362.0,955.4,R,960.3,604.5,12.0,0.37,615.8,3858373.0
606,89.0,3859563.0,944.1,R,957.8,603.3,17.0,0.4,604.8,3859579.0
607,108.0,3859780.0,920.1,R,946.2,589.9,38.0,2.53,668.9,3859817.0
608,1270.0,3859853.0,960.8,R,906.9,734.1,209.0,4.76,586.4,3860061.0
609,110.0,3860282.0,942.4,R,953.3,593.9,16.0,1.08,627.7,3860297.0
610,148.0,3860722.0,992.0,R,965.8,636.1,23.0,0.79,643.7,3860744.0
611,56.0,3861107.0,989.6,R,978.1,642.6,6.0,0.34,644.7,3861112.0
612,127.0,3861758.0,950.3,R,927.4,596.1,22.0,0.83,612.5,3861779.0
613,112.0,3862051.0,921.7,R,957.5,611.4,16.0,1.04,606.0,3862066.0
614,138.0,3862236.0,970.0,R,930.4,619.5,23.0,1.2,632.1,3862258.0
615,110.0,3862897.0,958.8,R,957.5,607.9,25.0,0.46,623.0,3862921.0
616,38.0,3863456.0,957.7,R,957.9,605.2,10.0,0.37,617.3,3863465.0
617,76.0,3864041.0,945.8,R,945.1,583.1,18.0,0.4,596.1,3864058.0
618,62.0,3864842.0,937.2,R,942.9,576.0,9.0,0.52,592.2,3864850.0
619,88.0,3865150.0,954.0,R,942.5,598.1,17.0,0.49,586.3,3865166.0
620,67.0,3865487.0,958.3,R,952.5,594.2,18.0,0.66,615.2,3865504.0
621,101.0,3865984.0,966.5,R,945.5,596.9,21.0,0.62,591.4,3866004.0
622,84.0,3866250.0,927.8,R,951.8,595.1,15.0,0.8,608.6,3866264.0
